Team,PlayerName,Position,NumberOfgoal,isOnPitch,isYellowCard,isRedCard,distance
Wolves,Rui Patrício,GK,0,1,0,0,0.04,90
Wolves,Max Kilman,DF,0,1,1,0,5.15,90
Wolves,Romain Saïss,DF,0,1,0,0,6.35,90
Wolves,Conor Coady,DF,0,1,1,0,1.56,90
Wolves,Fernando Marçal,DF,0,1,1,0,6.65,90
Wolves,Nélson Semedo,DF,0,0,0,0,0,0
Wolves,Rúben Neves,MF,0,1,1,0,7.52,90
Wolves,Rúben Neves,MF,1,1,0,0,7.17,90
Wolves,Adama Traoré,MF,0,1,1,0,9.55,90
Wolves,Raúl Jiménez,FW,1,1,1,0,6.75,90
Wolves,Francisco Trincão,MF,0,0,0,0,0,0
Wolves,John Ruddy,GK,0,0,0,0,0,0
Wolves,Leander Dendoncker,MF,0,0,0,0,0,0
Wolves,João Moutinho,MF,0,0,0,0,0,0
Wolves,Willian José,FW,1,1,1,0,4.4,90
Wolves,João Moutinho,MF,0,0,0,0,0,0
Wolves,Adama Traoré,MF,0,0,0,0,0,0
Wolves,Marçal,DF,0,0,0,0,0,0
Wolves,Patrick Cutrone,FW,0,1,1,0,6.29,90
Wolves,Meritan Shabani,MF,0,0,0,0,0,0
Wolves,Christian Marques,DF,0,0,0,0,0,0
Wolves,Theo Corbeanu,FW,0,0,0,0,0,0
Wolves,Andreas Söndergaard,GK,0,0,0,0,0,0
Brighton,Robert Sanchez,GK,0,1,0,0,0.86,90
Brighton,Tariq Lamptey,DF,0,1,0,0,5.77,90
Brighton,Ben White,DF,0,1,0,0,2.48,90
Brighton,Adam Webster,DF,0,1,0,0,3.56,90
Brighton,Lewis Dunk,DF,0,1,1,0,6.44,90
Brighton,Dale Stephens,MF,1,1,1,0,9.51,90
Brighton,Neal Maupay,FW,0,1,0,0,6.18,90
Brighton,Yves Bissouma,MF,1,1,1,0,9.65,90
Brighton,Aaron Connolly,FW,1,1,1,0,2.39,90
Brighton,Leandro Trossard,MF,0,1,0,0,7.7,90
Brighton,Pascal Groß,MF,0,0,0,0,0,0
Brighton,Florin Andone,FW,0,1,0,0,6.47,90
Brighton,Danny Welbeck,FW,0,0,0,0,0,0
Brighton,Jason Steele,GK,0,0,0,0,0,0
Brighton,Joël Veltman,DF,0,0,0,0,0,0
Brighton,Steven Alzate,MF,0,0,0,0,0,0
Brighton,Alexis Mac Allister,MF,0,0,0,0,0,0
Brighton,Jakub Moder,MF,0,0,0,0,0,0
Brighton,Enock Mwepu,MF,0,0,0,0,0,0
Brighton,Andi Zeqiri,FW,0,0,0,0,0,0
Brighton,Christian Walton,GK,0,0,0,0,0,0
Brighton,Reda Khadra,MF,0,0,0,0,0,0
Brighton,Max Sanders,MF,0,0,0,0,0,0
Watford,Daniel Bachmann,GK,0,1,1,0,0.58,90
Watford,William Troost-Ekong,DF,1,1,1,0,3.18,90
Watford,Adam Masina,DF,0,1,0,0,3.79,90
Watford,Craig Cathcart,DF,0,1,1,0,5.03,90
Watford,Christian Kabasele,DF,0,1,1,0,4.35,90
Watford,Imran Louza,MF,0,1,1,0,9.32,90
Watford,Ismaila Sarr,MF,0,1,1,0,9.34,90
Watford,João Pedro,FW,0,1,1,0,3.17,90
Watford,Emmanuel Dennis,FW,0,1,0,0,3.98,90
Watford,Troy Deeney,FW,0,1,0,0,2.17,90
Watford,Josh King,FW,0,0,0,0,0,0
Watford,Ben Foster,GK,0,0,0,0,0,0
Watford,Francisco Sierralta,DF,0,0,0,0,0,0
Watford,Jeremy Ngakia,DF,0,0,0,0,0,0
