Team,PlayerName,Position,NumberOfgoal,isOnPitch,isYellowCard,isRedCard,distance
Brentford,David Raya,GK,0,1,0,0,0.81,90
Brentford,Mads Bech Sørensen,DF,0,1,0,0,5.93,90
Brentford,Rico Henry,DF,0,1,0,0,5.47,90
Brentford,Pontus Jansson,DF,0,1,1,0,6.0,90
Brentford,Ethan Pinnock,DF,0,1,1,0,5.36,90
Brentford,Christian Nørgaard,MF,0,1,1,0,7.16,90
Brentford,Sergi Canós,MF,0,1,0,0,8.0,90
Brentford,Marcus Forss,FW,0,1,1,0,6.62,90
Brentford,Ivan Toney,FW,0,1,0,0,5.35,90
Brentford,Josh Dasilva,MF,0,1,1,0,7.7,90
Brentford,Bryan Mbeumo,MF,0,0,0,0,0,0
Brentford,Mathias Jensen,MF,0,0,0,0,0,0
Brentford,Dom Thompson,DF,0,0,0,0,0,0
Brentford,Shandon Baptiste,MF,0,0,0,0,0,0
Brentford,Charlie Goode,DF,0,0,0,0,0,0
Brentford,Fin Stevens,DF,0,0,0,0,0,0
Brentford,Emiliano Marcondes,MF,0,0,0,0,0,0
Brentford,Alvaro Fernandez,DF,0,0,0,0,0,0
Brentford,Jan Zamburek,MF,0,0,0,0,0,0
Brentford,Mads Bidstrup,MF,0,0,0,0,0,0
Brentford,Josh Clarke,DF,0,0,0,0,0,0
Brentford,David Titov,DF,0,0,0,0,0,0
Brentford,Max Haygarth,MF,0,0,0,0,0,0
Chelsea,Kepa Arrizabalaga,GK,0,1,1,0,0.91,90
Chelsea,Antonio Rüdiger,DF,0,1,1,0,3.27,90
Chelsea,Marcos Alonso,DF,0,1,0,0,4.57,90
Chelsea,Andreas Christensen,DF,0,1,1,0,1.25,90
Chelsea,Jorginho,MF,1,1,0,0,8.94,90
Chelsea,Thiago Silva,DF,1,1,0,0,1.48,90
Chelsea,N'Golo Kanté,MF,1,1,1,0,7.35,90
Chelsea,Mateo Kovačić,MF,1,1,1,0,9.55,90
Chelsea,Romelu Lukaku,FW,0,1,0,0,1.46,90
Chelsea,Christian Pulisic,FW,0,1,0,0,3.39,90
Chelsea,Timo Werner,FW,0,1,0,0,1.14,90
Chelsea,Ruben Loftus-Cheek,MF,0,0,0,0,0,0
Chelsea,Willy Caballero,GK,0,0,0,0,0,0
Chelsea,Tammy Abraham,FW,0,0,0,0,0,0
Chelsea,Kurt Zouma,DF,0,0,0,0,0,0
Chelsea,Edouard Mendy,GK,0,0,0,0,0,0
Chelsea,Saul Niguez,MF,0,0,0,0,0,0
Chelsea,Marco van Ginkel,MF,0,0,0,0,0,0
Chelsea,Mason Mount,MF,0,0,0,0,0,0
Chelsea,Callum Hudson-Odoi,MF,0,0,0,0,0,0
Chelsea,Reece James,DF,0,0,0,0,0,0
Chelsea,Christian Pulisic,FW,0,0,0,0,0,0
Chelsea,Emerson Palmieri,DF,0,0,0,0,0,0
Leicester City,Kasper Schmeichel,GK,0,1,1,0,0.87,90
Leicester City,Wesley Fofana,DF,0,1,0,0,5.47,90
Leicester City,James Justin,DF,0,1,0,0,5.57,90
Leicester City,Caglar Söyüncü,DF,0,1,1,0,5.27,90
Leicester City,Ryan Bertrand,DF,0,1,1,0,3.77,90
Leicester City,Jonny Evans,DF,0,0,0,0,0,0
Leicester City,Youri Tielemans,MF,1,1,1,0,8.1,90
Leicester City,James Maddison,MF,1,1,0,0,7.36,90
Leicester City,Jamie Vardy,FW,0,1,0,0,4.34,90
Leicester City,Kelechi Iheanacho,FW,1,1,0,0,4.84,90
Leicester City,Harvey Barnes,MF,0,1,1,0,9.4,90
Leicester City,Danny Ward,GK,0,0,0,0,0,0
Leicester City,Marc Albrighton,MF,0,0,0,0,0,0
Leicester City,Ayoze Pérez,MF,0,0,0,0,0,0
Leicester City,Wes Morgan,DF,0,0,0,0,0,0
Leicester City,Hamza Choudhury,MF,0,0,0,0,0,0
Leicester City,Dennis Praet,MF,0,0,0,0,0,0
Leicester City,Daniel Amartey,DF,0,0,0,0,0,0
Leicester City,Ricardo Pereira,DF,0,0,0,0,0,0
Leicester City,Nampalys Mendy,MF,0,0,0,0,0,0
Leicester City,Patson Daka,FW,0,1,0,0,3.88,90
Leicester City,Ademola Lookman,MF,0,0,0,0,0,0
Leicester City,amine khalilo,DF,0,0,0,0,0,0
Arsenal,Bernd Leno,GK,0,1,0,0,0.81,90
Arsenal,Tomáš Holes,DF,0,1,0,0,6.59,90
Arsenal,Kieran Tierney,DF,1,1,1,0,5.31,90
Arsenal,Ben White,DF,1,1,1,0,3.65,90
Arsenal,Thomas Partey,MF,0,1,1,0,9.44,90
Arsenal,Gabriel Magalhães,DF,1,1,1,0,3.71,90
Arsenal,Bukayo Saka,MF,1,1,0,0,9.16,90
Arsenal,Martin Ødegaard,MF,0,1,0,0,9.87,90
Arsenal,Alexandre Lacazette,FW,0,1,1,0,4.45,90
Arsenal,Pierre-Emerick Aubameyang,FW,0,1,1,0,6.66,90
Arsenal,Mohamed Elneny,MF,0,0,0,0,0,0
Arsenal,Willian,MF,0,0,0,0,0,0
Arsenal,Alex Rúnarsson,GK,0,0,0,0,0,0
Arsenal,Pablo Marí,DF,0,0,0,0,0,0
Arsenal,Eddie Nketiah,FW,0,1,1,0,1.12,90
Arsenal,Rob Holding,DF,0,0,0,0,0,0
Arsenal,Cédric Soares,DF,0,0,0,0,0,0
Arsenal,Dani Ceballos,MF,0,0,0,0,0,0
Arsenal,Nicolas Pépé,MF,0,0,0,0,0,0
Arsenal,Nuno Tavares,DF,0,0,0,0,0,0
Arsenal,Calum Chambers,DF,0,0,0,0,0,0
Arsenal,Emile Smith Rowe,MF,0,0,0,0,0,0
Arsenal,Eddie Nketiah,FW,0,0,0,0,0,0
Manchester City,Ederson,GK,0,1,0,0,0.77,90
Manchester City,Kyle Walker,DF,1,1,0,0,2.04,90
Manchester City,Rúben Dias,DF,0,1,0,0,4.7,90
Manchester City,John Stones,DF,0,1,0,0,2.35,90
Manchester City,Aymeric Laporte,DF,0,1,1,0,3.17,90
Manchester City,Nathan Aké,DF,0,0,0,0,0,0
Manchester City,Raheem Sterling,MF,1,1,1,0,8.74,90
Manchester City,Ilkay Gündogan,MF,0,1,0,0,7.07,90
Manchester City,Gabriel Jesus,FW,1,1,1,0,3.9,90
Manchester City,Kevin De Bruyne,MF,0,1,1,0,9.88,90
Manchester City,Riyad Mahrez,MF,0,0,0,0,0,0
Manchester City,Zack Steffen,GK,0,0,0,0,0,0
Manchester City,João Cancelo,DF,0,0,0,0,0,0
Manchester City,Aymeric Laporte,DF,0,0,0,0,0,0
Manchester City,Jack simonz,MF,0,0,0,0,0,0
Manchester City,Rodri,MF,0,0,0,0,0,0
Manchester City,Ferran Torres,FW,0,1,1,0,6.55,90
Manchester City,Phil Foden,MF,0,0,0,0,0,0
Manchester City,Liam Delap,FW,0,1,1,0,3.99,90
Manchester City,Bernardo Silva,MF,0,0,0,0,0,0
Manchester City,Scott Carson,GK,0,0,0,0,0,0
Manchester City,James McAtee,MF,0,0,0,0,0,0
Manchester City,Adrián Bernabé,MF,0,0,0,0,0,0
Manchester United,David de Gea,GK,0,1,0,0,0.41,90
Manchester United,Victor Lindelöf,DF,0,1,0,0,3.67,90
Manchester United,Eric Bailly,DF,0,1,0,0,3.74,90
Manchester United,Phil Jones,DF,0,1,1,0,3.95,90
Manchester United,Harry Maguire,DF,0,1,1,0,3.71,90
Manchester United,Luke Shaw,DF,0,0,0,0,0,0
Manchester United,Edinson Cavani,FW,0,1,1,0,4.26,90
Manchester United,Juan Mata,MF,0,1,1,0,7.69,90
